ID,Text
113,The tracking number hasn't updated in over a week. Let me know if you need screenshots or additional details. Hoping you can help me resolve this quickly. I've tried troubleshooting on my own but no luck.
114,Can you add support for exporting reports in more formats? I've tried troubleshooting on my own but no luck. This has been really frustrating. This issue is affecting my work.
115,The app keeps freezing whenever I try to upload a file. Thanks in advance for your help.
116,My subscription renewed even though I thought I canceled it last month. I've tried troubleshooting on my own but no luck. I checked the FAQ but couldn't find anything useful. Please let me know what steps I should take next.
117,Why was my refund request denied even though I'm within the return window? Thanks in advance for your help.
118,The latest update caused the settings page to crash. Please let me know what steps I should take next. Not sure if this is a known issue.
119,I'm being charged fees that I was never informed about. This has been really frustrating. I've tried troubleshooting on my own but no luck.
120,I'm being charged fees that I was never informed about. Let me know if you need screenshots or additional details. Thanks in advance for your help. I checked the FAQ but couldn't find anything useful.
121,Are there known outages right now? My whole team is affected. I've tried troubleshooting on my own but no luck. I haven't changed any settings recently.
122,I canceled but I'm still being charged monthly. Thanks in advance for your help. I've tried troubleshooting on my own but no luck. Please let me know what steps I should take next.
123,What exactly is the difference between your basic and premium plans? This has been really frustrating. Please let me know what steps I should take next.
124,It would be great if there was a dark mode. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck. This issue is affecting my work.
125,Your service seems to be down—I can't access anything. Not sure if this is a known issue. Please let me know what steps I should take next. This issue is affecting my work.
126,I'm locked out of my account even though my password is correct. Thanks in advance for your help. I've tried troubleshooting on my own but no luck. Please let me know what steps I should take next.
127,I keep getting a blank screen after logging in. Please let me know what steps I should take next. This has been really frustrating.
128,I'm being charged fees that I was never informed about. Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck.
129,This request is actually about a different service you offer. Thanks in advance for your help. Hoping you can help me resolve this quickly.
130,Your cancellation policy feels misleading based on what was advertised. I've tried troubleshooting on my own but no luck.
131,This request is actually about a different service you offer. Let me know if you need screenshots or additional details. I haven't changed any settings recently.
132,The dashboard graphs are not loading like they used to. Thanks in advance for your help.
133,The app keeps freezing whenever I try to upload a file. Let me know if you need screenshots or additional details. This has been really frustrating.
134,Your cancellation policy feels misleading based on what was advertised. This has been really frustrating. I've tried troubleshooting on my own but no luck.
135,My subscription renewed even though I thought I canceled it last month. This has been really frustrating.
136,I'm thinking about canceling because I no longer need the service. I've tried troubleshooting on my own but no luck.
137,The invoice amount doesn't match what was shown during checkout. This has been really frustrating. I checked the FAQ but couldn't find anything useful.
138,Any chance of adding more customization to the dashboard widgets? This has been really frustrating.
139,I was hoping to switch to a free plan but don't see any downgrade option. Let me know if you need screenshots or additional details.
140,I can't reset my password because the reset link keeps expiring instantly. This has been really frustrating. I checked the FAQ but couldn't find anything useful.
141,My subscription renewed even though I thought I canceled it last month. Not sure if this is a known issue. Let me know if you need screenshots or additional details.
142,The invoice amount doesn't match what was shown during checkout. This issue is affecting my work. Please let me know what steps I should take next.
143,It would be great if there was a dark mode. Please let me know what steps I should take next. Hoping you can help me resolve this quickly. This issue is affecting my work.
144,The latest update caused the settings page to crash. Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck. Not sure if this is a known issue.
145,I received the wrong item and need to exchange it. This issue is affecting my work. Not sure if this is a known issue.
146,This product has made my workflow so much easier. This has been really frustrating.
147,Your service seems to be down—I can't access anything. I've tried troubleshooting on my own but no luck. I haven't changed any settings recently. I checked the FAQ but couldn't find anything useful.
148,I was hoping to switch to a free plan but don't see any downgrade option. Please let me know what steps I should take next. Thanks in advance for your help. Not sure if this is a known issue.
149,The latest update caused the settings page to crash. I haven't changed any settings recently. Let me know if you need screenshots or additional details.
150,Any chance of adding more customization to the dashboard widgets? Hoping you can help me resolve this quickly. Thanks in advance for your help.
151,I think this message got sent to the wrong department—I'm looking for HR. I checked the FAQ but couldn't find anything useful. Please let me know what steps I should take next.
152,The dashboard graphs are not loading like they used to. Let me know if you need screenshots or additional details. I haven't changed any settings recently.
153,I noticed an unexpected charge on my account and can't figure out where it came from. This issue is affecting my work. I checked the FAQ but couldn't find anything useful. Let me know if you need screenshots or additional details.
154,It would be great if there was a dark mode. Hoping you can help me resolve this quickly.
155,Are there known outages right now? My whole team is affected. I checked the FAQ but couldn't find anything useful. Not sure if this is a known issue. I haven't changed any settings recently.
156,I'd love to see better integration with other tools I use daily. I've tried troubleshooting on my own but no luck.
157,My subscription renewed even though I thought I canceled it last month. This has been really frustrating. Please let me know what steps I should take next. I checked the FAQ but couldn't find anything useful.
158,The tracking number hasn't updated in over a week. Please let me know what steps I should take next. This issue is affecting my work.
159,Everything was working fine earlier but now nothing loads. Not sure if this is a known issue.
160,My package was marked delivered but it's nowhere to be found. I haven't changed any settings recently. Not sure if this is a known issue. This has been really frustrating.
161,The shipment arrived damaged and unusable. Not sure if this is a known issue. I checked the FAQ but couldn't find anything useful. Please let me know what steps I should take next.
162,I'm locked out of my account even though my password is correct. Thanks in advance for your help. Hoping you can help me resolve this quickly.
163,I noticed an unexpected charge on my account and can't figure out where it came from. I checked the FAQ but couldn't find anything useful. Please let me know what steps I should take next. This has been really frustrating.
164,I'd love to see better integration with other tools I use daily. I checked the FAQ but couldn't find anything useful. Hoping you can help me resolve this quickly. Not sure if this is a known issue.
165,I canceled but I'm still being charged monthly. Thanks in advance for your help. I checked the FAQ but couldn't find anything useful.
166,The invoice amount doesn't match what was shown during checkout. Not sure if this is a known issue. This has been really frustrating. I've tried troubleshooting on my own but no luck.
167,My package was marked delivered but it's nowhere to be found. Please let me know what steps I should take next.
168,The dashboard graphs are not loading like they used to. Let me know if you need screenshots or additional details.
169,I received the wrong item and need to exchange it. This issue is affecting my work. Please let me know what steps I should take next. This has been really frustrating.
170,Just a quick note to say I love the new update! I've tried troubleshooting on my own but no luck. Hoping you can help me resolve this quickly.
171,The invoice amount doesn't match what was shown during checkout. Hoping you can help me resolve this quickly.
172,The shipment arrived damaged and unusable. Let me know if you need screenshots or additional details.
173,I canceled but I'm still being charged monthly. This issue is affecting my work.
174,"Sorry if this isn't the right inbox, but I need help with something unrelated. Please let me know what steps I should take next. Not sure if this is a known issue."
175,Really impressed with how fast your team resolved my issue. Not sure if this is a known issue. Hoping you can help me resolve this quickly.
176,I keep getting a blank screen after logging in. Thanks in advance for your help. Let me know if you need screenshots or additional details. I haven't changed any settings recently.
177,Can you add support for exporting reports in more formats? This has been really frustrating. Let me know if you need screenshots or additional details.
178,Just a quick note to say I love the new update! Not sure if this is a known issue. Hoping you can help me resolve this quickly.
179,Just a quick note to say I love the new update! I checked the FAQ but couldn't find anything useful. This has been really frustrating.
180,The instructions on your help page don't match what I see in the app. Thanks in advance for your help. This issue is affecting my work.
181,My package was marked delivered but it's nowhere to be found. Hoping you can help me resolve this quickly. This has been really frustrating.
182,I'd love to see better integration with other tools I use daily. Hoping you can help me resolve this quickly. Not sure if this is a known issue. Thanks in advance for your help.
183,Why was my refund request denied even though I'm within the return window? Please let me know what steps I should take next. I haven't changed any settings recently. I checked the FAQ but couldn't find anything useful.
184,I received the wrong item and need to exchange it. Hoping you can help me resolve this quickly. I checked the FAQ but couldn't find anything useful. I've tried troubleshooting on my own but no luck.
185,I'd love to see better integration with other tools I use daily. I checked the FAQ but couldn't find anything useful.
186,Your service seems to be down—I can't access anything. I checked the FAQ but couldn't find anything useful.
187,Really impressed with how fast your team resolved my issue. Hoping you can help me resolve this quickly. Please let me know what steps I should take next. This has been really frustrating.
188,Your cancellation policy feels misleading based on what was advertised. Let me know if you need screenshots or additional details. I checked the FAQ but couldn't find anything useful.
189,The shipment arrived damaged and unusable. Hoping you can help me resolve this quickly. I haven't changed any settings recently.
190,I'd love to see better integration with other tools I use daily. I checked the FAQ but couldn't find anything useful.
191,The dashboard graphs are not loading like they used to. I checked the FAQ but couldn't find anything useful. Please let me know what steps I should take next.
192,My subscription renewed even though I thought I canceled it last month. This has been really frustrating.
193,I'm locked out of my account even though my password is correct. Thanks in advance for your help. Hoping you can help me resolve this quickly.
194,Your service seems to be down—I can't access anything. Thanks in advance for your help. Please let me know what steps I should take next.
195,The shipment arrived damaged and unusable. Please let me know what steps I should take next. Hoping you can help me resolve this quickly. I've tried troubleshooting on my own but no luck.
196,I don’t understand why certain features disappear after I log in. This issue is affecting my work. I checked the FAQ but couldn't find anything useful.
197,This product has made my workflow so much easier. I haven't changed any settings recently. This issue is affecting my work.
198,This product has made my workflow so much easier. This has been really frustrating.
199,What exactly is the difference between your basic and premium plans? Let me know if you need screenshots or additional details. Thanks in advance for your help.
200,My subscription renewed even though I thought I canceled it last month. This issue is affecting my work. I've tried troubleshooting on my own but no luck. This has been really frustrating.
201,My package was marked delivered but it's nowhere to be found. Let me know if you need screenshots or additional details. Please let me know what steps I should take next.
202,Everything was working fine earlier but now nothing loads. Thanks in advance for your help.
203,Just a quick note to say I love the new update! I checked the FAQ but couldn't find anything useful.
204,What exactly is the difference between your basic and premium plans? Thanks in advance for your help. This issue is affecting my work.
205,The app keeps freezing whenever I try to upload a file. Not sure if this is a known issue.
206,I'm thinking about canceling because I no longer need the service. Please let me know what steps I should take next. This issue is affecting my work.
207,My package was marked delivered but it's nowhere to be found. I've tried troubleshooting on my own but no luck.
208,"Sorry if this isn't the right inbox, but I need help with something unrelated. Not sure if this is a known issue. I've tried troubleshooting on my own but no luck. Hoping you can help me resolve this quickly."
209,I noticed an unexpected charge on my account and can't figure out where it came from. I haven't changed any settings recently.
210,Everything was working fine earlier but now nothing loads. Hoping you can help me resolve this quickly. This issue is affecting my work.
211,I was billed twice for the same month and need help sorting it out. I checked the FAQ but couldn't find anything useful. Thanks in advance for your help.
212,Can you add support for exporting reports in more formats? Please let me know what steps I should take next. Thanks in advance for your help.
213,"The system keeps timing out, so I assume there's a backend issue. I've tried troubleshooting on my own but no luck. This has been really frustrating. Thanks in advance for your help."
214,I just wanted to say your support team was incredibly helpful. This has been really frustrating.
215,"Not sure who to contact, but hoping you can point me in the right direction. Thanks in advance for your help."
216,Can you add support for exporting reports in more formats? Thanks in advance for your help. I checked the FAQ but couldn't find anything useful. Please let me know what steps I should take next.
217,"Sorry if this isn't the right inbox, but I need help with something unrelated. I haven't changed any settings recently. Thanks in advance for your help. Not sure if this is a known issue."
218,I noticed an unexpected charge on my account and can't figure out where it came from. Thanks in advance for your help.
219,I was billed twice for the same month and need help sorting it out. Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck.
220,My email login stopped working after I updated my profile. I haven't changed any settings recently. Thanks in advance for your help. Hoping you can help me resolve this quickly.
221,It would be great if there was a dark mode. I've tried troubleshooting on my own but no luck.
222,I keep getting a blank screen after logging in. I've tried troubleshooting on my own but no luck. I haven't changed any settings recently.
223,I was hoping to switch to a free plan but don't see any downgrade option. I haven't changed any settings recently. Thanks in advance for your help.
224,I'm locked out of my account even though my password is correct. I've tried troubleshooting on my own but no luck. This issue is affecting my work. Thanks in advance for your help.
225,I'm not sure how to complete the onboarding steps—it keeps asking for info I don’t have. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck. This has been really frustrating.
226,The dashboard graphs are not loading like they used to. I checked the FAQ but couldn't find anything useful.
227,I was billed twice for the same month and need help sorting it out. Please let me know what steps I should take next. Thanks in advance for your help.
228,My package was marked delivered but it's nowhere to be found. This has been really frustrating. I haven't changed any settings recently.
229,The instructions on your help page don't match what I see in the app. Not sure if this is a known issue.
230,My subscription renewed even though I thought I canceled it last month. This issue is affecting my work.
231,Any chance of adding more customization to the dashboard widgets? This has been really frustrating. Please let me know what steps I should take next. I checked the FAQ but couldn't find anything useful.
232,I'm not sure how to complete the onboarding steps—it keeps asking for info I don’t have. I checked the FAQ but couldn't find anything useful.
233,I can't reset my password because the reset link keeps expiring instantly. Hoping you can help me resolve this quickly.
234,The app keeps freezing whenever I try to upload a file. Please let me know what steps I should take next. I checked the FAQ but couldn't find anything useful.
235,What exactly is the difference between your basic and premium plans? Hoping you can help me resolve this quickly. This issue is affecting my work.
236,The two-factor authentication code never arrives to my phone. I've tried troubleshooting on my own but no luck.
237,Are there known outages right now? My whole team is affected. Thanks in advance for your help. Hoping you can help me resolve this quickly.
238,I keep getting a blank screen after logging in. Let me know if you need screenshots or additional details.
239,My email login stopped working after I updated my profile. Not sure if this is a known issue. I checked the FAQ but couldn't find anything useful.
240,"Not sure who to contact, but hoping you can point me in the right direction. I haven't changed any settings recently. Not sure if this is a known issue. This issue is affecting my work."
241,I just wanted to say your support team was incredibly helpful. Not sure if this is a known issue. This issue is affecting my work.
242,I canceled but I'm still being charged monthly. I haven't changed any settings recently. Let me know if you need screenshots or additional details.
243,I don’t understand why certain features disappear after I log in. This has been really frustrating.
244,My subscription renewed even though I thought I canceled it last month. I've tried troubleshooting on my own but no luck. Let me know if you need screenshots or additional details. This issue is affecting my work.
245,The tracking number hasn't updated in over a week. Not sure if this is a known issue. I've tried troubleshooting on my own but no luck. Thanks in advance for your help.
246,I just wanted to say your support team was incredibly helpful. Thanks in advance for your help.
247,This request is actually about a different service you offer. Let me know if you need screenshots or additional details. I checked the FAQ but couldn't find anything useful.
248,Can you add support for exporting reports in more formats? I've tried troubleshooting on my own but no luck. I checked the FAQ but couldn't find anything useful. I haven't changed any settings recently.
249,The tracking number hasn't updated in over a week. Let me know if you need screenshots or additional details. Hoping you can help me resolve this quickly.
250,The app keeps freezing whenever I try to upload a file. Hoping you can help me resolve this quickly. I checked the FAQ but couldn't find anything useful. I haven't changed any settings recently.
251,I'm being charged fees that I was never informed about. Please let me know what steps I should take next.
252,The dashboard graphs are not loading like they used to. I've tried troubleshooting on my own but no luck. Please let me know what steps I should take next. This issue is affecting my work.
253,I can't reset my password because the reset link keeps expiring instantly. Thanks in advance for your help. I've tried troubleshooting on my own but no luck. Not sure if this is a known issue.
254,I was hoping to switch to a free plan but don't see any downgrade option. This has been really frustrating. Thanks in advance for your help.
255,The invoice amount doesn't match what was shown during checkout. Thanks in advance for your help. I've tried troubleshooting on my own but no luck.
256,Your cancellation policy feels misleading based on what was advertised. Thanks in advance for your help.
257,I was told one thing by sales and now support is telling me something else. I've tried troubleshooting on my own but no luck. Let me know if you need screenshots or additional details. I checked the FAQ but couldn't find anything useful.
258,Your service seems to be down—I can't access anything. I haven't changed any settings recently. Not sure if this is a known issue. Let me know if you need screenshots or additional details.
259,This product has made my workflow so much easier. This has been really frustrating. I haven't changed any settings recently. This issue is affecting my work.
260,Can you add support for exporting reports in more formats? Please let me know what steps I should take next.
261,I'm not sure how to complete the onboarding steps—it keeps asking for info I don’t have. Hoping you can help me resolve this quickly. Thanks in advance for your help. Not sure if this is a known issue.
262,The invoice amount doesn't match what was shown during checkout. Please let me know what steps I should take next. Hoping you can help me resolve this quickly.
263,The invoice amount doesn't match what was shown during checkout. I checked the FAQ but couldn't find anything useful. Not sure if this is a known issue. Hoping you can help me resolve this quickly.
264,I'm thinking about canceling because I no longer need the service. I haven't changed any settings recently. This issue is affecting my work.
265,I'd like to cancel my account but can't find the option anywhere. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck. I checked the FAQ but couldn't find anything useful.
266,I keep getting a blank screen after logging in. Thanks in advance for your help. Please let me know what steps I should take next.
267,Just a quick note to say I love the new update! Thanks in advance for your help. Let me know if you need screenshots or additional details. Hoping you can help me resolve this quickly.
268,I was told one thing by sales and now support is telling me something else. Let me know if you need screenshots or additional details. Please let me know what steps I should take next.
269,I'm not sure how to complete the onboarding steps—it keeps asking for info I don’t have. Let me know if you need screenshots or additional details.
270,The latest update caused the settings page to crash. I checked the FAQ but couldn't find anything useful. Thanks in advance for your help.
271,I just wanted to say your support team was incredibly helpful. Let me know if you need screenshots or additional details.
272,The two-factor authentication code never arrives to my phone. Please let me know what steps I should take next.
273,I'm locked out of my account even though my password is correct. I haven't changed any settings recently. I checked the FAQ but couldn't find anything useful. Let me know if you need screenshots or additional details.
274,Why was my refund request denied even though I'm within the return window? Not sure if this is a known issue. Thanks in advance for your help.
275,I was told one thing by sales and now support is telling me something else. Thanks in advance for your help.
276,Your service seems to be down—I can't access anything. Not sure if this is a known issue. I haven't changed any settings recently.
277,I don’t understand why certain features disappear after I log in. I haven't changed any settings recently. This issue is affecting my work. Hoping you can help me resolve this quickly.
278,I noticed an unexpected charge on my account and can't figure out where it came from. This issue is affecting my work.
279,I was told one thing by sales and now support is telling me something else. This has been really frustrating.
280,This product has made my workflow so much easier. Not sure if this is a known issue. Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck.
